Price,Close,High,Low,Open,Volume
Ticker,BX,BX,BX,BX,BX
Date,,,,,
2007-06-18,13.000954627990723,14.091165841225761,12.700590976027529,13.516394608655144,115244518
2007-06-25,10.853901863098145,13.264232165386547,10.661075727203645,13.253107109382467,101482413
2007-07-02,11.680829048156738,11.754993437938035,10.783445193068962,10.853900750748041,20933724
2007-07-09,11.068973541259766,11.86252792090287,10.738943781366851,11.82915420593855,25613075
2007-07-16,9.622779846191406,11.11718502086833,9.504117379098803,11.068978123341406,31027123
2007-07-23,9.0109281539917,9.975060467506054,8.628983917664847,9.578283060451106,37859314
2007-07-30,9.04430103302002,9.485577189860436,8.732812405086495,9.05542536947425,30978822
2007-08-06,9.37432861328125,9.633902885879557,8.439862240937197,9.151836894426504,27585655
2007-08-13,8.929346084594727,10.10855377911911,8.172873237554962,10.10855377911911,37183208
2007-08-20,9.055421829223633,9.51523908777535,8.547399131549676,8.936760124605218,18653406
2007-08-27,8.577064514160156,9.10362847232898,8.3619890540224,9.055421593021721,17409207
2007-09-03,7.987466812133789,8.640110649126578,7.898469925271136,8.56223810285109,21952622
2007-09-10,8.870013236999512,8.899678847572513,7.905881974458951,8.065334361018337,17444466
2007-09-17,9.389159202575684,9.934264376808285,8.643811031814751,8.788430933711817,27937821
2007-09-24,9.300165176391602,9.433660066849479,8.899679063575277,9.415119510242187,18992020
2007-10-01,10.783443450927734,10.790859672491314,9.159252009556795,9.166668231120374,20641372
2007-10-08,10.290254592895508,11.031894920668845,10.271714035152042,10.93548185823866,15991472
2007-10-15,9.45961856842041,10.382960727590143,9.45591045670633,10.290255051852483,13864005
2007-10-22,9.489285469055176,9.826731608710265,9.270501803220098,9.455911738383486,10360987
2007-10-29,8.933052062988281,9.60052862340418,8.858888401120563,9.548613627664006,16974297
2007-11-05,9.003508567810059,9.340954607420842,8.547400089559709,8.736518080871031,14342425
2007-11-12,8.554819107055664,8.68831475450513,7.991172339347835,8.083877309735904,23323075
2007-11-19,7.846549987792969,8.547400303849233,7.564727049319141,8.458403472638343,13316904
2007-11-26,8.158041000366211,8.543693297287122,7.601811227000029,7.972631075910817,13821003
2007-12-03,8.250856399536133,8.352439902780034,7.964917243415548,8.228282043954836,11262803
2007-12-10,8.879171371459961,9.127487100439572,8.134223453273142,8.333628929384398,18441455
2007-12-17,8.946893692016602,9.010853759579554,8.536795927938865,8.80392374209754,9375207
2007-12-24,8.254619598388672,8.973230205835248,8.198184799961965,8.830260977323803,7049952
2007-12-31,7.637593746185303,8.499174453338268,7.532247212014825,8.22075976213482,9376022
2008-01-07,7.5472941398620605,8.017588898017175,6.508882670357437,7.637590821177587,27297889
2008-01-14,7.024326801300049,7.889669530912969,6.839971150860847,7.8332340083298755,18942394
2008-01-21,7.283931732177734,8.209472467658935,6.490073425474852,6.666904575190267,22848426
2008-01-28,7.043140888214111,7.438188927356546,6.7346265616353955,7.3328423935862155,21536361
2008-02-04,6.587896347045898,7.1447258379230005,6.584134074556657,7.005518099579577,13048498
2008-02-11,6.234232425689697,6.937794026951732,6.2078957934903105,6.6556170783836475,16774879
2008-02-18,5.914430141448975,6.339576198688408,5.737599412525469,6.339576198688408,16120275
2008-02-25,6.207894325256348,6.6857144009039375,5.797797315496282,5.903143088130299,21640197
2008-03-03,5.48552131652832,6.226706574618562,5.327502287772586,6.1439344238425235,22518984
2008-03-10,5.937005043029785,6.377201346344663,5.199582388437614,5.41403695086999,29446043
2008-03-17,5.812846660614014,6.019776297157416,5.041562904806112,5.605917024070611,23865286
2008-03-24,5.775223731994629,6.237994391866207,5.651065500383426,5.9370050386223205,15058272
2008-03-31,7.145695209503174,7.195530621761566,5.903632162782089,5.9534679475804175,20237033
2008-04-07,6.808347225189209,7.410211051330015,6.731676242226724,7.260703267871301,12291280
2008-04-14,7.29136848449707,7.437042770082384,6.551497494267234,6.804510962414308,12793748
2008-04-21,7.360373497009277,7.360373497009277,6.942518511339268,7.241533992000743,6887624
2008-04-28,7.751391887664795,7.828062093035796,7.015354339719962,7.36037249912898,10681362
2008-05-05,7.207029342651367,7.713055441245788,7.10352510498844,7.678553780331577,6379551
