Price,Close,High,Low,Open,Volume
Ticker,MDLZ,MDLZ,MDLZ,MDLZ,MDLZ
Date,,,,,
2001-06-11,11.011754989624023,11.515560629906242,10.615907455694817,11.335629995063957,115916300
2001-06-18,10.795839309692383,11.0513405105589,10.709472677580562,10.817430796125095,24376600
2001-06-25,11.155698776245117,11.155698776245117,10.727463695551002,10.7958375253985,17491800
2001-07-02,11.029748916625977,11.1664965975893,10.946980980789792,11.047742393795346,6807100
2001-07-09,11.058537483215332,11.148502807393225,10.79583890134731,11.011755816650446,10527500
2001-07-16,11.22767448425293,11.421999257887286,10.864214435483435,11.058539209117793,15352800
2001-07-23,11.123311042785645,11.227671133436804,10.979366681870989,11.191684871612926,7206800
2001-07-30,11.047745704650879,11.216880322444412,10.975773147166171,11.188091436726765,8713100
2001-08-06,11.083723068237305,11.198879211994878,10.795834424795036,11.051335510052466,5228800
2001-08-13,11.281648635864258,11.281648635864258,11.12330951738167,11.141302302635728,7736400
2001-08-20,11.641511917114258,11.87902030819156,11.252862446606786,11.296045416049427,11437800
2001-08-27,11.60552978515625,11.868228434166301,11.364422627280705,11.515564437984496,6442200
2001-09-03,12.23528003692627,12.523168704419303,11.58753019187658,11.767460780654908,10328900
2001-09-10,12.145318984985352,12.192101338782338,11.979783114949154,12.14531898498535,1463500
2001-09-17,11.51556396484375,12.332449448331317,11.155702590942383,11.929405093935202,16006400
2001-09-24,12.368431091308594,12.526770923885431,11.616321004853894,11.616321004853894,12320100
2001-10-01,12.138123512268066,12.5699574189699,12.055355564170886,12.451202511202982,5748200
2001-10-08,12.019365310668945,12.253274280275955,11.65950409026283,12.138118799566925,10240000
2001-10-15,12.42241382598877,12.487188978075853,11.727881318536673,11.92940416644783,7413200
2001-10-22,12.343243598937988,12.800267662192256,12.289265221982292,12.451201725611439,8110700
2001-10-29,12.415216445922852,12.544766750217894,11.983382555860072,12.361236694879219,7111300
2001-11-05,12.400822639465332,12.631133699571322,12.238884746340121,12.343244874438835,4927300
2001-11-12,12.23528003692627,12.487183135768218,12.069744224712956,12.40801323742209,5379700
2001-11-19,12.1309232711792,12.325248689468697,11.796252175045673,12.325248689468697,4612800
2001-11-26,11.918606758117676,12.224489709526015,11.760268268534947,12.062551837928897,9302400
2001-12-03,11.51556396484375,12.120131182819023,11.335633277893066,11.929405093935202,9567500
2001-12-10,11.803450584411621,11.857430329517758,11.450786668600838,11.479575545679657,7827600
2001-12-17,12.587947845458984,12.587947845458986,11.767464537937926,11.767464537937926,9066500
2001-12-24,12.210025787353516,12.527920342889608,12.101653050567199,12.462896425210996,3614100
2001-12-31,11.924643516540527,12.625456564443565,11.740409996772357,12.24615128630852,6318300
2002-01-07,12.260602951049805,12.336465127522185,11.740412847145613,11.740412847145613,5738400
2002-01-14,12.495406150817871,12.650740884395345,12.13777466750293,12.173899825331336,7160700
