Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,
1979-06-25,1614.2901611328125,1618.4000244140625,1619.800048828125,1614.699951171875,1614.699951171875,0,^GSPTSE
1979-07-02,1582.57080078125,1586.5999755859375,1613.5999755859375,1578.300048828125,1613.5999755859375,0,^GSPTSE
1979-07-09,1533.495849609375,1537.4000244140625,1588.5,1520.5999755859375,1586.5999755859375,0,^GSPTSE
1979-07-16,1553.5447998046875,1557.5,1563.0999755859375,1539.800048828125,1539.800048828125,0,^GSPTSE
1979-07-23,1573.99267578125,1578.0,1578.0,1544.4000244140625,1553.0999755859375,0,^GSPTSE
1979-07-30,1553.8441162109375,1557.800048828125,1575.699951171875,1554.0,1575.699951171875,0,^GSPTSE
1979-08-06,1571.000244140625,1575.0,1576.0,1553.0999755859375,1557.800048828125,0,^GSPTSE
1979-08-13,1615.0880126953125,1619.199951171875,1620.199951171875,1575.5,1575.5,0,^GSPTSE
1979-08-20,1665.4598388671875,1669.699951171875,1669.699951171875,1623.699951171875,1623.699951171875,0,^GSPTSE
1979-08-27,1690.994873046875,1695.300048828125,1695.300048828125,1670.0,1670.0,0,^GSPTSE
1979-09-03,1720.918701171875,1725.300048828125,1725.300048828125,1659.4000244140625,1695.300048828125,0,^GSPTSE
1979-09-10,1727.501953125,1731.9000244140625,1732.5999755859375,1711.9000244140625,1725.0,0,^GSPTSE
1979-09-17,1736.4791259765625,1740.9000244140625,1745.5999755859375,1714.699951171875,1731.9000244140625,0,^GSPTSE
1979-09-24,1747.451171875,1751.9000244140625,1761.0999755859375,1727.800048828125,1740.9000244140625,0,^GSPTSE
1979-10-01,1800.1170654296875,1804.699951171875,1807.4000244140625,1745.0999755859375,1751.9000244140625,0,^GSPTSE
1979-10-08,1670.646728515625,1674.9000244140625,1793.5,1668.4000244140625,1793.5,0,^GSPTSE
1979-10-15,1593.443359375,1597.5,1671.699951171875,1597.5,1671.699951171875,0,^GSPTSE
1979-10-22,1523.9202880859375,1527.800048828125,1588.9000244140625,1514.800048828125,1588.9000244140625,0,^GSPTSE
1979-10-29,1606.8092041015625,1610.9000244140625,1612.9000244140625,1534.5999755859375,1534.5999755859375,0,^GSPTSE
1979-11-05,1583.9674072265625,1588.0,1607.5999755859375,1572.9000244140625,1607.5999755859375,0,^GSPTSE
1979-11-12,1621.571533203125,1625.699951171875,1634.800048828125,1590.199951171875,1590.199951171875,0,^GSPTSE
1979-11-19,1647.5054931640625,1651.699951171875,1651.699951171875,1615.199951171875,1625.699951171875,0,^GSPTSE
1979-11-26,1695.283935546875,1699.5999755859375,1709.699951171875,1655.4000244140625,1655.4000244140625,0,^GSPTSE
1979-12-03,1725.9061279296875,1730.300048828125,1759.300048828125,1697.699951171875,1699.5999755859375,0,^GSPTSE
1979-12-10,1739.0723876953125,1743.5,1771.800048828125,1715.0,1730.300048828125,0,^GSPTSE
1979-12-17,1780.8660888671875,1785.4000244140625,1792.5999755859375,1750.300048828125,1750.300048828125,0,^GSPTSE
1979-12-24,1799.718017578125,1804.300048828125,1808.199951171875,1784.0,1785.4000244140625,0,^GSPTSE
1979-12-31,1790.64111328125,1795.199951171875,1828.9000244140625,1778.5999755859375,1804.300048828125,0,^GSPTSE
1980-01-07,1893.8782958984375,1898.699951171875,1903.0,1797.800048828125,1797.800048828125,0,^GSPTSE
1980-01-14,1961.70556640625,1966.699951171875,1975.5999755859375,1903.9000244140625,1903.9000244140625,0,^GSPTSE
1980-01-21,1950.1351318359375,1955.0999755859375,1981.9000244140625,1895.9000244140625,1972.800048828125,0,^GSPTSE
1980-01-28,2027.438232421875,2032.5999755859375,2048.89990234375,1957.199951171875,1957.199951171875,0,^GSPTSE
1980-02-04,2095.065673828125,2100.39990234375,2100.39990234375,2016.0999755859375,2033.800048828125,0,^GSPTSE
1980-02-11,2039.70703125,2044.9000244140625,2128.89990234375,2030.5999755859375,2113.800048828125,0,^GSPTSE
1980-02-18,2134.5654296875,2140.0,2169.699951171875,2074.60009765625,2074.60009765625,0,^GSPTSE
1980-02-25,2187.031982421875,2192.60009765625,2194.800048828125,2117.5,2134.199951171875,0,^GSPTSE
1980-03-03,2040.5048828125,2045.699951171875,2202.60009765625,2038.5999755859375,2192.60009765625,0,^GSPTSE
1980-03-10,1942.35498046875,1947.300048828125,2035.5999755859375,1934.5999755859375,2035.5999755859375,0,^GSPTSE
1980-03-17,1883.30517578125,1888.0999755859375,1940.9000244140625,1844.199951171875,1940.9000244140625,0,^GSPTSE
1980-03-24,1784.6563720703125,1789.199951171875,1884.9000244140625,1670.9000244140625,1884.9000244140625,0,^GSPTSE
1980-03-31,1788.945556640625,1793.5,1813.699951171875,1790.5999755859375,1790.5999755859375,0,^GSPTSE
1980-04-07,1866.7474365234375,1871.5,1881.800048828125,1776.699951171875,1792.199951171875,0,^GSPTSE
1980-04-14,1802.4111328125,1807.0,1871.0999755859375,1791.699951171875,1871.0999755859375,0,^GSPTSE
1980-04-21,1843.7060546875,1848.4000244140625,1848.4000244140625,1781.5,1807.0,0,^GSPTSE
