Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
1962-01-01,1.4248396158218384,1.4719101807846138,1.4222951966488766,1.4719101807846138,1372875
1962-01-08,1.4350169897079468,1.4451942855614759,1.3866741681509627,1.4235672463358462,2204445
1962-01-15,1.4083014726638794,1.4445586694961627,1.3917631723108614,1.4401059110626038,1788660
1962-01-22,1.3771337270736694,1.4222960769946777,1.3764975505024395,1.4083020008290041,1710210
1962-01-29,1.4197512865066528,1.4197512865066528,1.3364234140869036,1.3771332761104,3396885
1962-02-05,1.4159342050552368,1.419750881427744,1.3943072606146745,1.419750881427744,1349340
1962-02-12,1.3855913877487183,1.4275789449825809,1.3855913877487183,1.4161276372410403,1270890
1962-02-19,1.3665053844451904,1.3919524720044536,1.3620522107566704,1.3855908904984982,1294425
1962-02-26,1.394497275352478,1.4021313827870365,1.3537819722402102,1.3665054211698529,1521930
1962-03-05,1.4072209596633911,1.4072209596633911,1.3843185398862112,1.3944974142742783,1208130
1962-03-12,1.4059486389160156,1.4110379813160931,1.3995869609159186,1.4072210697079846,1074765
1962-03-19,1.391952633857727,1.4148550534008804,1.386863291907641,1.40849318557939,1286580
1962-03-26,1.3556897640228271,1.3970411150310398,1.349327900554639,1.391951681371615,1561155
1962-04-02,1.324517846107483,1.3550543703052385,1.290164411071895,1.3550543703052385,3443955
1962-04-09,1.3181569576263428,1.3410593882679007,1.297799294384951,1.3245186381467895,1937715
1962-04-16,1.3207015991210938,1.3346974863245715,1.302888703694114,1.3181569269720925,1702365
1962-04-23,1.235453486442566,1.327699055487659,1.2214576995672068,1.3207011144540044,3977415
1962-04-30,1.236725091934204,1.2469039603860672,1.0942216951432142,1.2354526619838062,12936405
1962-05-07,1.1349375247955322,1.2462681930957187,1.1298480885470024,1.2367255834226591,7617495
1962-05-14,1.1491156816482544,1.1783843234646572,1.115393064334228,1.1351176769565117,7335075
1962-05-21,1.0142252445220947,1.149115825920881,0.987501483388193,1.149115825920881,13344345
1962-05-28,0.9798654317855835,1.0180420960746612,0.903512293621379,1.0104066870512654,15407580
1962-06-04,0.944870114326477,0.9671397809618281,0.8984217865549227,0.9671397809618281,10731960
1962-06-11,0.8487926125526428,0.9467793631484592,0.7635317045490511,0.9448705581648695,22930935
1962-06-18,0.8144335746765137,0.8723348374778889,0.790255145168229,0.8487924381493007,17808150
1962-06-25,0.8634267449378967,0.8869690476373308,0.8029806034134845,0.8144335254768893,17682630
1962-07-02,0.8780606985092163,0.9003303545960943,0.8615173567638802,0.8634261599466949,7978365
1962-07-09,0.9575957655906677,0.9919548208275105,0.8678808989936895,0.8780613809617116,14293590
1962-07-16,0.9467788934707642,0.9785925797027805,0.9213277921540394,0.957595449678566,9084510
1962-07-23,0.9566406011581421,0.9595040440365162,0.9130557368565801,0.9467784986844333,5773920
1962-07-30,0.9798654317855835,1.001498932006913,0.9575957585537759,0.9626859042934058,9719955
1962-08-06,0.9563233256340027,0.9836831448431316,0.9429614073304645,0.9798654402982668,11908710
1962-08-13,0.9915145635604858,1.003606241740808,0.957148901744093,0.957148901744093,7774395
1962-08-20,1.0411531925201416,1.055790436144771,0.9966050680300295,0.9966050680300295,11077140
1962-08-27,1.0086970329284668,1.048153924831368,0.9851499860957529,1.0411534977747183,8755020
1962-09-03,0.9730579853057861,1.0220608581587747,0.9698761129017306,1.008696594113693,7335075
1962-09-10,0.9883322715759277,0.9902414534117249,0.9609670462521371,0.9730586264379739,6903600
1962-09-17,0.9590568542480469,1.0179240415999042,0.9558747926475744,0.9902404103979965,8613810
1962-09-24,0.8998723030090332,0.948238805459596,0.8871442359532971,0.948238805459596,11947935
1962-10-01,0.9170544743537903,0.921191174145376,0.8661422423570191,0.8998716627128726,9970995
1962-10-08,0.904326856136322,0.9463294108244302,0.896053642981225,0.917054920325279,6323070
1962-10-15,0.8861897587776184,0.9380563835417438,0.8858714190001633,0.908781979495969,7240935
1962-10-22,0.843868613243103,0.8779161007452617,0.8196853697812011,0.8779161007452617,13791510
1962-10-29,0.9094183444976807,0.941556567584978,0.8604154461256931,0.8604154461256931,13054080
1962-11-05,0.9196006059646606,0.9329648736166617,0.9043268715422618,0.9145093611571944,6126945
1962-11-12,0.9637146592140198,0.9659426479460296,0.9306147587293763,0.9306147587293763,10167120
1962-11-19,0.9879032969474792,0.9879032969474794,0.9471651502014693,0.9637149627884194,6723165
1962-11-26,1.0146379470825195,1.0229128058764467,0.9840841460760033,0.9879033116732004,10041600
1962-12-03,1.0120913982391357,1.0337335177393072,0.9936317248663946,1.0044528798622268,8056815
1962-12-10,0.9917222261428833,1.0203662438548888,0.981537692861665,1.0120914831968288,5758230
1962-12-17,0.9809016585350037,1.0108188441900452,0.9713536469045766,0.9917228209291911,5154165
1962-12-24,0.9993610978126526,1.0108185946456378,0.9875850990642808,0.9875850990642808,2910495
1962-12-31,1.0108182430267334,1.0203662489786807,0.9783549656426593,0.9993607501793025,6385830
1963-01-07,1.0381898880004883,1.0413726219467228,1.0006342751064206,1.0108188141935917,7852845
1963-01-14,1.0502828359603882,1.064286811567301,1.0362791460905822,1.0381887271756873,8260785
