Price,Close,High,Low,Open,Volume
Ticker,OTIS,OTIS,OTIS,OTIS,OTIS
Date,,,,,
2020-03-16,41.136775970458984,42.060066518980115,36.56602308485243,36.56602308485243,10600
2020-03-23,41.35159683227539,43.422147077048876,34.7377176616391,38.394319520759005,389000
2020-03-30,43.25761032104492,45.707534446345704,38.211498099703384,40.45116798501595,33350300
2020-04-06,44.92136764526367,45.93607554358272,37.71785870300588,42.96508558305249,62062100
2020-04-13,42.18806076049805,44.49171770478483,39.12565349212072,44.38202058534464,43251000
2020-04-20,43.742103576660156,45.29616025010219,40.67970054824815,41.13677583530712,30770800
2020-04-27,45.44242858886719,47.289013345294535,43.522713592799406,43.952365520014055,24466700
2020-05-04,48.4042854309082,49.51954703269098,43.43130286009458,44.656265068380755,21804600
2020-05-11,44.69282531738281,47.90149609456846,43.147911953646634,47.53583443480215,18608700
2020-05-18,47.270721435546875,50.00403296014643,45.817222003596044,45.817222003596044,17205400
2020-05-25,48.311729431152344,49.541315811652424,46.04525218118358,48.66041554624555,23232700
2020-06-01,53.743927001953125,53.87147357207309,47.81622133288065,48.12820602600933,17742300
2020-06-08,51.422393798828125,56.39579272243895,50.55984606641974,53.84486142954427,20841900
2020-06-15,52.30329513549805,54.87257910874624,49.394499524807955,50.01846543941498,19649700
2020-06-22,51.192996978759766,53.386064365848796,49.9560703445436,52.19318291893869,17013100
2020-06-29,51.844482421875,52.523509041546326,50.77089039526418,51.28474497195103,10338500
2020-07-06,52.28493881225586,53.16583550924984,51.42239456732913,52.65198085285618,15793400
2020-07-13,53.72557067871094,54.16601900780064,51.413214325710875,51.899545533133136,13607900
2020-07-20,53.34018325805664,54.73493814330841,52.88138244713326,53.60628506810918,12464700
2020-07-27,57.5703239440918,59.20365011542377,52.85384894199735,53.09242731000019,17492400
2020-08-03,59.10272216796875,59.157776023499096,56.863772033140016,57.827253009016374,10311400
2020-08-10,58.790740966796875,60.51582965214791,58.35946704527276,58.99261446204182,8927100
2020-08-17,58.386985778808594,59.21282504773255,56.71695129011854,59.14859322127309,8955700
2020-08-24,58.536354064941406,59.74684667420768,57.67105932832303,58.554765039533414,8437500
2020-08-31,56.603248596191406,60.34979246185821,55.62748799110255,58.5547662948347,11691500
2020-09-07,55.36053466796875,57.560595283363945,54.98311845584909,56.54801622983347,10128700
2020-09-14,56.041725158691406,57.661852302000206,53.42742645288326,55.75636031874414,12532900
2020-09-21,56.658470153808594,57.76310391911032,54.00734981939124,55.23165314974692,10019700
2020-09-28,58.14052200317383,59.116282505328826,56.6216500865748,57.32125301613018,8953600
2020-10-05,60.15647506713867,60.451043607500736,58.20956123041858,58.67442863473815,7603000
2020-10-12,59.86191177368164,60.75482471515597,58.92297666368851,60.61674416346235,6264900
2020-10-19,58.407474517822266,60.51547996627521,57.97482543994239,59.74224018518024,10002000
2020-10-26,56.409934997558594,58.812512799555236,54.09941207030449,58.76648711795118,11728800
2020-11-02,58.52714920043945,58.867743444962514,56.23503382535323,57.24761282757174,8048900
2020-11-09,60.35900115966797,61.942309931335465,58.28781382946621,61.67535605489673,9127400
2020-11-16,61.04938507080078,62.57746413071314,60.38660413026374,60.95733372307456,9607800
2020-11-23,62.17494201660156,62.97821456285481,61.32550875375226,61.528635630566505,9394700
2020-11-30,60.16217041015625,62.93206760301694,59.90364075501714,61.713306075713916,9254900
2020-12-07,58.84183883666992,61.13161970011671,58.12166681730927,59.99596599088233,10308200
2020-12-14,60.5776481628418,61.233189609801315,57.72465410210003,59.5435507433524,11081900
2020-12-21,60.74385070800781,61.380929362904894,59.64512248735071,59.95904785505846,5317400
2020-12-28,62.36884307861328,62.49810436017673,60.134454402563264,61.10392105850065,4115200
2021-01-04,61.704078674316406,62.80279977996628,59.79192708509596,62.36885513325142,8988200
2021-01-11,60.5037841796875,61.676377890043774,58.638719720415516,61.140862763175754,11330200
2021-01-18,59.90364456176758,61.39939167688054,58.35250527553186,60.93774211540024,11718500
2021-01-25,59.6912727355957,60.92848982734954,56.57975304003294,59.09112706747441,24071800
2021-02-01,59.026512145996094,61.65791319004019,57.82622401225855,60.92850605077654,17603200
2021-02-08,59.026512145996094,60.84541251243401,58.06166274844221,58.86031802509788,12860800
2021-02-15,58.3835563659668,59.587527732000694,57.70747818065086,59.55974481010105,11518100
2021-02-22,59.004066467285156,60.11543282856925,57.9019669683789,58.207589714745744,13098500
2021-03-01,60.078392028808594,62.65304671403607,58.124242689154315,59.38379063966374,13566700
2021-03-08,61.12492752075195,62.65305212194102,59.819073404836345,60.17100932785825,10151800
2021-03-15,61.92137908935547,63.579161384432226,60.67572653622179,61.06933668940437,11498800
2021-03-22,63.94037628173828,64.25525886416666,60.79151512819956,61.875091637169206,7862300
2021-03-29,64.14412689208984,65.44997386942472,63.227247942931356,64.67202368137006,10005400
2021-04-05,65.52407836914062,65.70930261946161,63.801465990916945,63.977433974818446,15764500
2021-04-12,65.3666000366211,66.13529366530761,64.69051848065443,65.40364627887868,10643200
2021-04-19,66.0149154663086,66.66321434130995,64.67202226198918,65.48701868861431,14394200
2021-04-26,72.1181411743164,73.62773880998498,69.04337299343908,70.79376772818205,21865600
2021-05-03,72.41451263427734,73.68331332010436,71.96070130459763,72.692348951257,13981700
2021-05-10,73.05352783203125,73.57216824799566,70.21955693197535,72.85904032573815,16112900
2021-05-17,71.8403091430664,73.80371836438636,71.18275398101305,72.91462939601062,19637200
2021-05-24,72.76962280273438,73.47566789786771,71.72912522196592,72.09143988830826,10460100
2021-05-31,74.20028686523438,74.24673327256798,72.15645357173346,73.54997337228981,7700100
2021-06-07,74.82272338867188,75.77031372656593,73.74042216866721,74.69266210872188,9599500
2021-06-14,73.85655975341797,75.53807161303834,73.32237992365845,74.8506037332535,13377800
2021-06-21,75.85391998291016,76.09546537015379,74.0144709517288,74.40465474725572,9828100
2021-06-28,76.792236328125,77.05235889622027,75.00852555525614,75.80747749315354,8454900
2021-07-05,77.8698959350586,78.6409786891203,75.90038515172014,76.42992245881368,5767000
2021-07-12,78.89179992675781,79.47708278402828,77.33105745371701,77.54473361020477,8385700
2021-07-19,82.23624420166016,82.51309398717754,77.12667167272177,78.32509953459156,9592900
2021-07-26,83.19312286376953,83.79697568619402,80.68478333383958,83.5554373923471,10025800
2021-08-02,83.74124145507812,85.3019837687339,83.31389627355195,83.31389627355195,7825100
2021-08-09,84.22433471679688,84.56806504257233,82.62643098114609,83.44395999314538,8844300
2021-08-16,83.6297607421875,85.56210979752169,82.9701622554529,84.30794346111624,11494200
2021-08-23,85.70578002929688,86.32894116021747,83.51213374094264,84.33649844752011,9380800
2021-08-30,85.52880859375,86.47891856914801,84.72307741350347,85.70579272027355,7564600
2021-09-06,84.3458251953125,85.29593514182137,82.94114520685307,85.29593514182137,7473900
2021-09-13,79.19470977783203,85.42633554446705,79.07361950303971,85.07237443662146,21204200
2021-09-20,79.0456771850586,80.86206686422386,76.31643070132952,78.24460094023341,18279900
2021-09-27,76.84738159179688,79.30184237553145,75.4967334852695,78.75692543158816,10724800
2021-10-04,77.73228454589844,79.27855035451616,75.64576378261151,76.48410023869015,10902800
2021-10-11,78.3377456665039,78.88732451989277,75.52466917149029,77.52735972764677,9870200
2021-10-18,79.76290893554688,80.76891256118871,77.2879600760068,77.92789288431273,9776400
2021-10-25,74.80744171142578,78.19804126874843,73.21460569191339,75.53399774418699,15483700
2021-11-01,76.11149597167969,77.04297922739475,74.1600374138921,74.94714190203585,9062400
2021-11-08,79.76290893554688,79.78154258045873,75.81621482071448,76.48409098973491,11968700
2021-11-15,80.34976196289062,81.81219065100623,78.18592068646775,79.64183257238395,10997800
2021-11-22,77.7080307006836,80.69715744426365,77.06349735140152,80.56638359464704,5648200
2021-11-29,77.34376525878906,78.78227823986121,74.86838979503587,78.56743844631451,11245100
2021-12-06,80.40760803222656,80.90268160560893,77.23165561370308,77.90421108193654,11848700
2021-12-13,78.61412811279297,81.14087183261785,77.97987124681119,80.56640036460817,12913700
2021-12-20,79.63231658935547,79.94804115089946,75.26538024831405,77.76410974854947,5803200
2021-12-27,81.3323745727539,81.79849263559139,79.94989854407635,80.08067956343467,4484200
2022-01-03,78.80094909667969,82.40658813661281,78.21246662704412,81.45379885056428,10598600
2022-01-10,78.63282012939453,81.90218184779737,77.02616123037369,78.28719932500047,13374500
2022-01-17,77.63330841064453,78.87566723122828,76.19478879628035,77.57726450574755,11651200
2022-01-24,77.31573486328125,79.04383184523091,74.85904550018635,76.29756558358781,19573100
2022-01-31,77.0074691772461,80.67849499487014,75.21398563822174,75.94259211197883,18982800
2022-02-07,74.39197540283203,79.50525520980827,73.8969018662279,77.15691991277784,11637700
2022-02-14,71.31878662109375,76.2975589966803,70.37534027819585,74.31725740478353,19904300
2022-02-21,73.56029510498047,73.81326965855207,68.49136815203951,71.30223147276668,12064700
2022-02-28,73.04496002197266,75.46230395243893,71.73322250671538,72.29540083353591,16315100
2022-03-07,67.83549499511719,73.1667602776807,67.713686357113,72.89504981227348,16340300
2022-03-14,73.06370544433594,73.42911707939726,66.58934726975718,68.70686616276491,17054000
2022-03-21,72.37035369873047,73.6258762744971,71.1616817009262,72.63269977917273,9451800
2022-03-28,71.47087860107422,74.47850128785082,70.97429392592966,72.10800786218667,10297300
2022-04-04,72.37035369873047,73.26982903813014,69.48453966547117,71.48962144987358,11240600
2022-04-11,70.037353515625,72.38911146800156,69.9905029281625,72.14550128030936,7874200
2022-04-18,68.79119110107422,71.79881390087473,68.5101090669702,69.98112720547192,9377000
2022-04-25,68.24774932861328,71.69574151674867,67.63873473851619,70.53392015994916,14415700
2022-05-02,69.87806701660156,71.98621460211001,66.83296494864491,68.39767721871851,12473400
2022-05-09,70.3746566772461,70.73069683208935,66.76738309686415,68.6693996856985,13786700
2022-05-16,68.8099365234375,70.7025813514092,66.72052497201388,69.85932092374058,11541700
2022-05-23,71.77788543701172,72.078919519794,68.46180227095739,69.6047886989965,14617500
2022-05-30,70.7336654663086,71.17110255022205,69.21908585631449,71.07232967582392,15698400
2022-06-06,68.94628143310547,72.5869185620403,68.92746276505079,71.05352009043628,9348900
2022-06-13,63.8569221496582,67.92088643016717,63.00085927150828,67.19652553327109,10837200
2022-06-20,66.66030883789062,66.69793900102756,63.84752053268712,64.72240208826665,10372300
2022-06-27,67.63865661621094,67.96321042155283,64.45897671665789,67.07421864819894,11853000
2022-07-04,65.74779510498047,67.52577898971848,63.3677429829354,66.20875202915192,11249200
2022-07-11,65.39031982421875,66.03942038597778,63.02907917678056,65.7854257621972,11986800
2022-07-18,67.63865661621094,68.94627399337237,64.70356913444309,65.74778260501347,11245000
2022-07-25,73.53704833984375,73.89453123726386,67.34702756383255,67.70451046125267,11606500
2022-08-01,74.61888885498047,75.07984569154715,72.71861268785585,72.71861268785585,10678300
2022-08-08,76.9048843383789,77.00836549087111,73.71580163540536,75.07045877550726,8003300
2022-08-15,74.70356750488281,77.08361946156917,74.30845442011042,76.44392110672224,7896500
2022-08-22,71.02693176269531,74.01038002230966,70.97027904167349,73.70825858838488,9214700
2022-08-29,67.71302795410156,70.6209510792435,67.33537438407203,70.57374168181128,10258800
2022-09-05,69.29915618896484,69.43133383702914,66.96715350746504,67.69413057181869,7035900
2022-09-12,64.01204681396484,69.96006427343643,63.275619018965614,69.85620934862155,11458900
2022-09-19,62.104881286621094,64.99391729514147,61.137146423978464,63.6815769381246,10292700
2022-09-26,60.23551559448242,62.86020041588855,60.178870078502456,61.821658471779266,11106800
2022-10-03,61.61395263671875,64.08756970344582,60.52820122347569,61.10412135041827,8899500
2022-10-10,60.53763961791992,62.40701364574886,58.998706164838545,62.1237788673938,7507300
2022-10-17,63.058475494384766,63.25674203040129,60.70759262088149,61.39680383610886,9152300
2022-10-24,67.6846923828125,67.85463609699487,63.04900991453559,63.41722009474048,13677400
2022-10-31,69.12921905517578,69.74290516716094,65.25828641493891,66.73112732118946,10554000
2022-11-07,73.04735565185547,73.67047783382624,68.48720508926871,69.00647237372074,10676600
2022-11-14,73.41558074951172,75.29439819865448,71.48011057913541,72.4714503645756,15831000
2022-11-21,74.55049896240234,74.88027578191863,72.7831604020372,73.41333901163308,6854200
2022-11-28,75.57393646240234,75.96247051518738,71.56543483315284,73.93452375046952,11171900
2022-12-05,74.35149383544922,75.81085363551934,73.76395711701484,74.69264325519997,10719400
2022-12-12,74.48414611816406,77.70610814579598,73.63127275351373,74.76843964967578,13464300
2022-12-19,74.2567367553711,74.98641308999773,73.06271370518608,74.51259522261014,7234200
2022-12-26,74.20933532714844,75.08116550107788,73.33751238310427,74.26619837472367,3791800
2023-01-02,77.56398010253906,77.75351157925786,74.3041182317282,74.80636399273149,6620900
2023-01-09,78.89067077636719,78.93805545257187,76.52158156386368,77.68717663756547,10086800
2023-01-16,76.57843017578125,79.11809386148013,75.01483722676801,78.90014172320284,7162300
2023-01-23,76.94801330566406,78.20363490297822,75.70661289485726,76.39839011325186,6906300
